food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description
1026,MunchMate Vanilla Dessert Cup Lite,Dairy,Processed,7,3,2,2,42.86,28.57,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,MunchMate Vanilla Dessert Cup Lite is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
1027,NutriPick Caramel Dessert Cup Plus,Dairy,Processed,9,4,3,2,44.44,33.33,22.22,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,NutriPick Caramel Dessert Cup Plus is a dairy item with 22.22% of its listed ingredients marked as unhealthy in this expanded dataset.
1028,HappyHarvest Orange Milkshake Treat,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,HappyHarvest Orange Milkshake Treat is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1029,PrimePantry Masala Cheese Slices Classic,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PrimePantry Masala Cheese Slices Classic is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1030,DailyCrave Spicy Flavored Milk Max,Dairy,Processed,7,2,2,3,28.57,28.57,42.86,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Spicy Flavored Milk Max is a dairy item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1031,DailyCrave Herb Ice Cream Bar Bites,Desserts,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,DailyCrave Herb Ice Cream Bar Bites is a desserts item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1032,CrispyCo Pepper Ice Cream Bar Crunch,Desserts,Ultra-processed,8,1,3,4,12.5,37.5,50.0,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,CrispyCo Pepper Ice Cream Bar Crunch is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1033,SnackNest Mixed Fruit Custard Cup Delight,Desserts,Processed,7,2,2,3,28.57,28.57,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SnackNest Mixed Fruit Custard Cup Delight is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1034,FreshBite Mixed Fruit Ice Cream Bar Mix,Desserts,Processed,9,3,3,3,33.33,33.33,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FreshBite Mixed Fruit Ice Cream Bar Mix is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1035,UrbanMunch Chocolate Ice Cream Bar Cup,Desserts,Processed,7,1,3,3,14.29,42.86,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Chocolate Ice Cream Bar Cup is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1036,SmartSnack Strawberry Chocolate Dessert Lite,Desserts,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SmartSnack Strawberry Chocolate Dessert Lite is a desserts item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1037,CrispyCo Vanilla Custard Cup Plus,Desserts,Processed,9,1,2,6,11.11,22.22,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,CrispyCo Vanilla Custard Cup Plus is a desserts item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
1038,TasteWave Vanilla Custard Cup Treat,Desserts,Processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,TasteWave Vanilla Custard Cup Treat is a desserts item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1039,PureSip Masala Ice Cream Bar Classic,Desserts,Ultra-processed,9,3,3,3,33.33,33.33,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PureSip Masala Ice Cream Bar Classic is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1040,GoldenSpoon Tomato Frozen Dessert Max,Desserts,Processed,5,1,2,2,20.0,40.0,40.0,"Children (Hyperactivity), Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Tomato Frozen Dessert Max is a desserts item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1041,TasteWave Classic Ice Cream Bites,Desserts,Processed,7,1,2,4,14.29,28.57,57.14,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,TasteWave Classic Ice Cream Bites is a desserts item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1042,QuickTreat Mixed Fruit Pudding Crunch,Desserts,Processed,5,1,1,3,20.0,20.0,60.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,QuickTreat Mixed Fruit Pudding Crunch is a desserts item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1043,TasteWave Pepper Custard Cup Delight,Desserts,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,TasteWave Pepper Custard Cup Delight is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1044,DailyCrave Pepper Pudding Mix,Desserts,Processed,8,1,3,4,12.5,37.5,50.0,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,DailyCrave Pepper Pudding Mix is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1045,FreshBite Strawberry Ice Cream Cup,Desserts,Processed,8,2,3,3,25.0,37.5,37.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FreshBite Strawberry Ice Cream Cup is a desserts item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1046,DailyCrave Roasted Ice Cream Lite,Desserts,Ultra-processed,7,1,2,4,14.29,28.57,57.14,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,DailyCrave Roasted Ice Cream Lite is a desserts item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1047,FlavorHub Roasted Pudding Plus,Desserts,Processed,8,1,3,4,12.5,37.5,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,FlavorHub Roasted Pudding Plus is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1048,ZestyBowl Classic Ice Cream Treat,Desserts,Processed,5,1,2,2,20.0,40.0,40.0,"Children (Hyperactivity), Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,ZestyBowl Classic Ice Cream Treat is a desserts item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1049,UrbanMunch Tomato Ice Cream Bar Classic,Desserts,Processed,7,2,2,3,28.57,28.57,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Tomato Ice Cream Bar Classic is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1050,UrbanMunch Strawberry Ice Cream Max,Desserts,Ultra-processed,7,2,2,3,28.57,28.57,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Strawberry Ice Cream Max is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1051,DailyCrave Creamy Chocolate Dessert Bites,Desserts,Processed,7,1,3,3,14.29,42.86,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Creamy Chocolate Dessert Bites is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1052,PureSip Chilli Lime Ice Cream Crunch,Desserts,Processed,9,1,5,3,11.11,55.56,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PureSip Chilli Lime Ice Cream Crunch is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1053,MunchMate Orange Ice Cream Delight,Desserts,Processed,6,1,2,3,16.67,33.33,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,MunchMate Orange Ice Cream Delight is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,Processed,8,1,3,4,12.5,37.5,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,SuperBowl Classic Ice Cream Bar Mix is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,Ultra-processed,8,1,2,5,12.5,25.0,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,TasteWave Chilli Lime Chocolate Dessert Cup is a desserts item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,Processed,8,2,3,3,25.0,37.5,37.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PureSip Mixed Fruit Frozen Dessert Lite is a desserts item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1057,NutriPick Spicy Chocolate Dessert Plus,Desserts,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,NutriPick Spicy Chocolate Dessert Plus is a desserts item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,Ultra-processed,9,1,3,5,11.11,33.33,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,FreshBite Vanilla Ice Cream Bar Treat is a desserts item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,Ultra-processed,9,3,3,3,33.33,33.33,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PureSip Herb Ice Cream Bar Classic is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,QuickTreat Pepper Frozen Dessert Max is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,Processed,6,1,2,3,16.67,33.33,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,DailyCrave Pepper Chocolate Dessert Bites is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,Processed,9,2,3,4,22.22,33.33,44.44,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,ZestyBowl Vanilla Chocolate Dessert Crunch is a desserts item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
1063,YumBasket Vanilla Custard Cup Delight,Desserts,Processed,6,1,2,3,16.67,33.33,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,YumBasket Vanilla Custard Cup Delight is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1064,DailyCrave Classic Custard Cup Mix,Desserts,Processed,9,2,4,3,22.22,44.44,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Classic Custard Cup Mix is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1065,HappyHarvest Cheese Pudding Cup,Desserts,Processed,7,1,2,4,14.29,28.57,57.14,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,HappyHarvest Cheese Pudding Cup is a desserts item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1066,HappyHarvest Classic Pudding Lite,Desserts,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Children (Hyperactivity), Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,HappyHarvest Classic Pudding Lite is a desserts item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1067,YumBasket Chocolate Frozen Dessert Plus,Desserts,Processed,5,0,2,3,0.0,40.0,60.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Obesity or Overweight",Avoid,YumBasket Chocolate Frozen Dessert Plus is a desserts item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,Ultra-processed,7,1,3,3,14.29,42.86,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Spicy Ice Cream Bar Treat is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1069,GoldenSpoon Vanilla Frozen Dessert Classic,Desserts,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Children (Hyperactivity), Diabetes, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Vanilla Frozen Dessert Classic is a desserts item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1070,SuperBowl Vanilla Ice Cream Max,Desserts,Processed,6,1,2,3,16.67,33.33,50.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,SuperBowl Vanilla Ice Cream Max is a desserts item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,Ultra-processed,7,1,3,3,14.29,42.86,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,LiteLeaf Chocolate Ice Cream Bites is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1072,SmartSnack Butter Custard Cup Crunch,Desserts,Processed,7,1,3,3,14.29,42.86,42.86,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SmartSnack Butter Custard Cup Crunch is a desserts item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1073,SnackNest Barbecue Pudding Delight,Desserts,Ultra-processed,9,3,3,3,33.33,33.33,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SnackNest Barbecue Pudding Delight is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,Processed,9,3,3,3,33.33,33.33,33.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SmartSnack Salted Frozen Dessert Mix is a desserts item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,Ultra-processed,9,1,3,5,11.11,33.33,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,QuickTreat Masala Frozen Dessert Cup is a desserts item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
